Country,Project,Status,Location,Location,Mine,Company,Economic,Principal,Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves
Philippines,Isabela-New Frontier,Deposit,,,OC,NiHAO Mineral Resources Int'l,,DSO,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,42.38,,,,,,,,1.16,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Ishkinino (Russia),Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,6.4,1.4,5.1,,,,,0.3,0.2,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Iso-Siettelöjoki,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.5,0.01,,,,,,,0.29,0.05,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Jacaré,Deposit,,,,Anglo American,,,6.3,,,,,,,,1.15,,,,,,,,,,,,,93.4,,,,,,,,1.3287152034261243,,,,,,,,,,,,,206.9,,,,,,,,1.2570855485741905,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Jacomyns Pan,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,114.18,0.1677509196006306,,,,,,,0.24662637940094587,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Jacupiranga,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,1.4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Jaguar-Onca Rosa,Deposit,,,,Centaurus Metals,,F,19,0.06,,,,,,,0.79,0.0145,,,,,,,,,,,,21.4,0.07,,,,,,,0.77,0.0123,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Jauratsi,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,16.5,0.03,,,,,,0.06,0.05,,,,,,,,27,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Jericho,Deposit,,,UG,BHP Group,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,0.59,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Jimberlana-Bronzite Ridge,Deposit,,,OC,Thousand Island Resources,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.31,,,,,,,,1.02,0.063,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
China,Jinbaoshan,,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,34,0.14,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Jinchuan,,,,,Jinchuan Group,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,361.9135684630191,0.66,0.35,,,,,,1.18,0.031,0.23,0.11,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Julia (Goblin / Leprechaun),Deposit,,,UG,Wingstar Investments (?),,HPAL?,0,,,,,,,,,,,,,,,,,,,,,4.8203,,,,,,,,0.8018573532767671,,,,,,,,,,,,,21.1081,,,,,,,,0.7296117604142486,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Junior Lake-B4-7 / Alpha,Deposit,,,,Landore Resources,,,0,,,,,,,,,,,,,,,,,,,,,3.292,0.42,0.03,,,,,,0.62,0.05,0.13,0.53,,,,,,,,,,0.568,0.52,0.03,,,,,,0.61,0.05,0.08,0.5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Junior Lake-VW,Deposit,,,,Landore Resources,,,0,,,,,,,,,,,,,,,,,,,,,1.084,0.07,0.01,,,,,,0.63,0.02,0.04,0.05,,,,,,,,,,0.18,0.07,0.01,,,,,,0.6,0.02,0.02,0.04,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Juzhno-Konzhozero,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,0.38,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Tanzania,Kabanga,Deposit,,,,"Glencore, Barrick Gold",,,13.8,0.34,,,,,,,2.49,0.21,0.16,0.19,,,,,,,,,,23.4,0.36,,,,,,,2.72,0.19,0.41,0.28,,,,,,,,,,21,0.3,,,,,,,2.6,0.2,0.3,0.3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
China,Kalatongke,Operating,,,,Xinjiang Xinxin Mining Industry,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,29.825994,0.97,,,,,,,0.56,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,19.47397,1,,,,,,,0.62,,,,,,,,,,,,
India,Kaliapani,Deposit,,,,Indian Gov't,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,64.6,,,,,,,,0.88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Zambia,Kalumbila-Enterprise,Deposit,,,,First Quantum,,,5.1,,,,,,,,1.56,,,,,,,,,,,,,34.6,,,,,,,,0.9264450867052023,,,,,,,,,,,,,20.9,,,,,,,,0.63,,,,,,,,,,,,,5.3,,,,,,,,1.43,,,,,,,,,,,,,30.1,,,,,,,,0.89,,,,,,,,,,,,
Australia,Kambalda Tailings,C&M,,,Tailings,Jubilee Metals Group (?),,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,32.64,0.1,,,,,,,0.41,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Kambalda-Beta Hunt Group,C&M,,,UG,RNC Minerals,,F,0.096,0.2,,,,,,,4.6,0.03,,,,,,,,,,,,0.283,0.2,,,,,,,4,0.03,,,,,,,,,,,,0.216,0.2,,,,,,,3.4,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Kambalda-Blair,C&M,,,UG,Pioneer Resources,,F,0,,,,,,,,,,,,,,,,,,,,,0.07556,0.2,,,,,,,4.37,0.03,,,,,,,,,,,,0.14715,0.2,,,,,,,2.18,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Kambalda-Foster/Jan/Fisher,C&M,,,UG,Gold Fields,,F,0,,,,,,,,,,,,,,,,,,,,,0.579,0.2,,,,,,,2.21,0.03,,,,,,,,,,,,0.40900000000000003,0.2,,,,,,,2.9738875305623473,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Kambalda-Independence Group,C&M,,,UG,Independence Group,,F,0,,,,,,,,,,,,,,,,,,,,,0.4,0.2,,,,,,,4.01,0.03,,,,,,,,,,,,0.35,0.2,,,,,,,4.4,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Kambalda-Lanfranchi Group,C&M,,,UG,Panoramic Resources,,F,0.18,0.2,,,,,,,3.7436111111111114,0.03,,,,,,,,,,,,2.5170000000000003,0.2,,,,,,,1.7297735399284857,0.03,,,,,,,,,,,,2.9560000000000004,0.2,,,,,,,1.5188734776725303,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.208,0.2,,,,,,,2.025192307692308,0.03,,,,,,,,,,,
Australia,Kambalda-Mincor Group,C&M,,,UG,Mincor Resources,,F,0.2691428571428572,0.2,,,,,,,3.6713375796178345,0.03,,,,,,,,,,,,2.7531428571428567,0.2,,,,,,,3.539850560398506,0.03,,,,,,,,,,,,0.7255,0.2,,,,,,,3.784355616815989,0.03,,,,,,,,,,,,0.028,0.2,,,,,,,2.6,0.03,,,,,,,,,,,,1.108,0.2,,,,,,,2.5,0.03,,,,,,,,,,,
Australia,Kambalda-Mount Edwards/Armstrong Group,C&M,,,UG-OC,Neometals,,F,0,,,,,,,,,,,,,,,,,,,,,2.58,0.2,,,,,,,2,0.03,,,,,,,,,,,,4.805,0.2,,,,,,,1.5,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Kambalda-Spargoville,C&M,,,OC,Estrella Resources,,F,0,,,,,,,,,,,,,,,,,,,,,0.1292,0.2,,,,,,,2.3739318885448912,0.03,,,,,,,,,,,,0.2173,0.2,,,,,,,2.370782328578003,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
India,Kansa,Deposit,,,,Indian Gov't,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,40.88,,,,,,,,0.8,0.08,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Tanzania,Kapalagulu (Mibango),Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,55.1,,,,,,,,0.96,0.05,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Greece,Kastoria,Operating,,,,Larco,,RKEF,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,1.32,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kaukua,Deposit,,,,Palladium One Resources,,,0,,,,,,,,,,,,,,,,,,,,,10.985,0.15,0.09,,,,,,0.09,0.0064,0.27,0.81,,,,,,,,,,10.875,0.13,0.08,,,,,,0.08,0.0054,0.2,0.64,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Keller Creek-Eskimo Knoll,Deposit,,,UG,Panoramic Resources,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.156,,,,,,,,2.32,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Kazakhstan,Kempirsai (Kempirsay),C&M,,,,"Bekem Metals Inc., KKM",,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,1.14,0.054,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Kenbridge,Deposit,,,,Transition Metals Corp,,,4.464,0.23,,,,,,,0.42,0.01,,,,,,,,,,,,2.675,0.5,,,,,,,0.96,0.02,,,,,,,,,,,,0.118,0.88,,,,,,,1.38,0.003,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kevitsa,Operating,,,,Boliden,,,86.1,0.3390360046457608,0.0872590011614402,,,,,,0.13723630834771638,0.006450863213811421,0.1772590011614402,0.1172590011614402,,,,,,,,,,181,0.34,0.08730386740331492,,,,,,0.1507256663951927,0.006450863213811421,0.18460773480662984,0.10825966850828729,,,,,,,,,,19.2,0.32,0.06,,,,,,0.14191899070385125,0.006475824175824175,0.13,0.08,,,,,,,,,,62.5,0.35,0.09,,,,,,0.13546812749003984,0.006475824175824175,0.18,0.12,,,,,,,,,,66.1,0.34,0.1,,,,,,0.1548207171314741,0.006475824175824175,0.21,0.14,,,,,,,,,
Russia,Khikhnajarvi,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2.6,0.17,,,,,,,0.47,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Kingash-Kingashsky,Deposit,,,,Intergeo MMC (?),,,100.92,0.19,0.109,,,,,,0.443,0.016,0.299,0.325,,,,,,,,,,126.59,0.143,0.055,,,,,,0.35,0.016,0.13,0.118,,,,,,,,,,83.69,0.104,0.045,,,,,,0.299,0.015,0.106,0.082,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Kingash-Kuyovsky,Deposit,,,,Intergeo MMC (?),,,50.99,0.339,0.14,,,,,,0.558,0.019,0.302,0.288,,,,,,,,,,40.08,0.293,0.123,,,,,,0.508,0.019,0.283,0.255,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Kingash-Verkhnekingashsky,Deposit,,,,Intergeo MMC (?),,,66.15,0.191,0.094,,,,,,0.404,0.015,0.389,0.3,,,,,,,,,,106.86,0.182,0.064,,,,,,0.388,0.015,0.208,0.202,,,,,,,,,,17.61,0.161,0.059,,,,,,0.34,0.014,0.204,0.206,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Kliprivier,,,,,unclear,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,109.6,0.02914859532982291,0.0390977,,,,,,0.11240231217618901,,1.096617,0.966851,0.19744119999999998,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP East-Bulong: Bulong East,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,,,1.06,0.06,,,,,,,,,,,,24,,,,,,,,0.79,0.05,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP East-Bulong: Taurus,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,14.2,,,,,,,,0.84,0.05,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP East-Hampton: Kalpini (Lake Rebecca),Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,0.73,0.044,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Goongarrie: Big Four,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,34.2,,,,,,,,0.71,0.08,,,,,,,,,,,,7.6,,,,,,,,0.61,0.09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Goongarrie: Ghost Rocks,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,47.3,,,,,,,,0.66,0.04,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Goongarrie: Goongarrie Hill,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,53.6,,,,,,,,0.6,0.04,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Goongarrie: Goongarrie South,Deposit,,,OC,Ardea Resources,,HPAL,5.8,,,,,,,,1.08,0.14,,,,,,,,,,,,51.4,,,,,,,,0.78,0.08,,,,,,,,,,,,25.8,,,,,,,,0.63,0.07,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Goongarrie: Highway,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,52.9,,,,,,,,0.66,0.04,,,,,,,,,,,,34.1,,,,,,,,0.64,0.04,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Goongarrie: Scotia,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,11.2,,,,,,,,0.77,0.08,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Siberia: Black Range,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,20.1,,,,,,,,0.75,0.103,0.09,0.13,,,,,,,33.4,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Siberia: Siberia North,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,0.64,0.05,,,,,,,,,,,,53.3,,,,,,,,0.65,0.04,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP West-Siberia: Siberia South,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,96.5,,,,,,,,0.65,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP Yerilla: Aubils,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,49.4,,,,,,,,0.7,0.07,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP Yerilla: Boyce Creek,Deposit,,,OC,Ardea Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,0.77,0.06,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,KNP Yerilla: Jump-Up Dam,Deposit,,,OC,Ardea Resources,,HPAL,3.8,,,,,,,,0.94,0.05,,,,,,,,,,,,41.6,,,,,,,,0.78,0.04,,,,,,,,,,,,18.4,,,,,,,,0.63,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Koivujoki,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.025,0.3,,,,,,,0.94,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Kola Peninsula,Operating,,,,Norilsk Nickel,,,0,,,,,,,,,,,,,,,,,,,,,327.277,0.33,0.02,,,,,,0.69,0.022886784412978246,0.03,0.05,,,,,,,,,,144.211,0.31,0.01,,,,,,0.63,0.022886784412978246,0.04,0.03,,,,,,,,,,45.074,0.25,0.01,,,,,,0.58,0.022886784412978246,0.03,0.02,,,,,,,,,,55.844,0.28,0.01,,,,,,0.57,0.022886784412978246,0.03,0.02,,,,,,,,,
New Caledonia,Koniambo,Operating,,,OC,Glencore-SMSP,,RKEF,12.8,,,,,,,,2.48,,,,,,,,,,,,,43.6,,,,,,,,2.4,,,,,,,,,,,,,83,,,,,,,,2.5,,,,,,,,,,,,,11.7,,,,,,,,2.27,,,,,,,,,,,,,30.1,,,,,,,,2.2,,,,,,,,,,,,
PNG,Koreppa (Waria Valley-Bovio Hill),Deposit,-7.95,147.25,OC,unknown,,DSO?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,13.321792,,,,,,,,0.7135692495424037,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Kroondal (PSA),,,,,"Anglo Am Pt, Sibanye-Stillwater",,,38.6,0.14,0.02109,,,,,,0.05,0.07,1.8381600000000002,1.00899,0.31487,0.40515,0.11174,,,,,,,4.9,0.14,0.02508,,,,,,0.05,0.07,2.1859200000000003,1.19988,0.37444,0.48180000000000006,0.13288000000000003,,,,,,,0,,,,,,,,,,,,,,,,,,,,,16,0.14,0.018283846153846154,,,,,,0.05,0.07,1.5935815384615384,0.8747376923076923,0.27297461538461537,0.3512423076923077,0.09687230769230769,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Kruidfontein,,,,,"Sedibelo Pt Mines, Watervale",,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,148.8,0.032,0.14,,,,,,0.132,,4.11,1.72,0.56,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kuhmo-Arola,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,0.46,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kuhmo-Hietaharju,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0.85,0.44,,,,,,,0.85,0.06,0.53,1.25,,,,,,,,,,0.24,0.27,,,,,,,0.59,0.04,0.34,0.89,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kuhmo-Kauniinlampi,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.45,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kuhmo-Peura-Aho,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0.4,0.29,,,,,,,0.63,0.04,0.28,0.62,,,,,,,,,,0.09,0.23,,,,,,,0.48,0.03,0.21,0.42,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kuhmo-Sika-Aho,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.17,0.01,,,,,,,0.66,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Kuhmo-Vaara,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,7.502483,0.02,,,,,,,0.32,0.01,0.07,0.15,,,,,,,,,,0.738883,0.02,,,,,,,0.27,0.01,0.07,0.11,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Albania,Kukes-Krume-Lure,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,81.05600000000001,,,,,,,,1.012936241610738,0.05008438610343465,,,,,,25.75900241808132,35.02778202724043,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Kumbuksinskoe,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,20.83,0.26,,,,,,,0.7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Kun-Manie Group,Deposit,,,,Amur Minerals Corp,,,11.2,0.18,,,,,,,0.71,0.011,0.23,0.26,,,,,,,,,,107,0.2,,,,,,,0.74,0.015,0.15,0.15,,,,,,,,,,37,0.22,,,,,,,0.79,0.017,0.17,0.18,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,89,0.18856179775280899,,,,,,,0.7469887640449439,0.015,0.15,0.15,,,,,,,,,
Australia,Kurnalpi-Acra,Deposit,,,OC,Glencore,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.75,0.04,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Kurnalpi-Grey Dam,Deposit,,,OC,Carnavale Resources,,HPAL,0,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,,0.76,0.05,,,,,,,,,,,,4.2,,,,,,,,0.74,0.047,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
