Country,Project,Lat,Long,Mine,Source,Ni basis,Co basis,Mineral Deposit Type Primary,Mineral Deposit Type Secondary,Mineral Deposit Type Other Notes,Category,Mt,%Ni,%Co
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,62.68,0.04,
South Africa,Union North/South,,,Siyanda Resources,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,108.00000000000001,0.14675381263616558,
South Africa,Union North/South,,,Siyanda Resources,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,87.52941176470588,0.17341397849462367,
South Africa,Union North/South,,,Siyanda Resources,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,60.705882352941174,0.15802325581395352,
South Africa,Union North/South,,,Siyanda Resources,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,35.529411764705884,0.11556291390728475,
South Africa,Union North/South,,,Siyanda Resources,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,7.294117647058824,0.1325806451612903,
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,38.7,0.22,
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,138.9,0.22,
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,47.4,0.22,
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,25.4,0.22,
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,27.0,0.22,
Norway,Vakkerlien,,,unknown,Rasilainen et al (2012),NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.31,1.2,0.035
Madagascar,Valozoro,,,unknown,Berger et al (2011),NC,NC,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,3.7,1.75,
Finland,Vammala-Ekojoki,,,Dragon Mining,media (18 March 2014),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.052,0.49,
Finland,Vammala-Sahakoski,,,unknown,Eilu et al (2012),NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.6,0.65,0.03
Finland,Vammala-Soukko,,,unknown,Eilu et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.05,0.44,
Finland,Vammala-Stormi,,,Dragon Mining,media (18 March 2014),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.6,0.44,
Finland,Vehmasjoki,,,unknown,Rasilainen et al (2012),NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.036,0.94,0.06
Serbia,Veluce (Veluca),,,unknown,SMME (2013),NC,NC,Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,Inferred,3.0,1.23,0.08
Australia,Venus,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,0.47,2.4,
Australia,Venus,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,6.9,2.5913043478260867,
Brazil,Vermelho,,,Horizonte Minerals,media (9 May 2018),C,C,Laterite,Oxide-Hydrous Mg silicate,Oxide-Mg silicate,Measured,185.6,0.96,0.05
Brazil,Vermelho,,,Horizonte Minerals,media (9 May 2018),C,C,Laterite,Oxide-Hydrous Mg silicate,Oxide-Mg silicate,Indicated,7.7,0.88,0.06
Brazil,Vermelho,,,Horizonte Minerals,media (9 May 2018),C,C,Laterite,Oxide-Hydrous Mg silicate,Oxide-Mg silicate,Inferred,3.8,0.87,0.04
Finland,Vesilaskujänkä,,,unknown,Eilu et al (2012),NC,NC,Hydrothermal Ni,VMS,,Inferred,1.8,0.02,0.01
Sweden,Viken (Myrviken),,,Continental Precious Minerals,Tech Rep (2014-02),C,,Hydrothermal Ni,Shale-hosted Ni,Sediment-hosted Pb-Zn/VMS,Indicated,43.0,0.034,
Sweden,Viken (Myrviken),,,Continental Precious Minerals,Tech Rep (2014-02),C,,Hydrothermal Ni,Shale-hosted Ni,Sediment-hosted Pb-Zn/VMS,Inferred,3019.0,0.034,
Sweden,Vinberget,,,Nickel Mountain Resources,Tech Rep (2011-04),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Measured,28.3,0.188,0.006
Sweden,Vinberget,,,Nickel Mountain Resources,Tech Rep (2011-04),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,23.3,0.006,
Sweden,Vinberget,,,Nickel Mountain Resources,Tech Rep (2011-04),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,6.8,0.183,0.007
Canada,Voisey's Bay,,,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Measured,15.5,2.24,0.13
Canada,Voisey's Bay,,,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Indicated,15.5,2,0.12
Canada,Voisey's Bay,,,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Proven,15.5,2.24,0.13
Canada,Voisey's Bay,,,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Probable,15.5,2,0.12
South Africa,Volspruit,,,Sylvania Pt,Tech Rep (2010-21),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Measured,28.47,0.20463110206781226,
South Africa,Volspruit,,,Sylvania Pt,Tech Rep (2010-21),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,16.63,0.20463110206781226,
South Africa,Volspruit,,,Sylvania Pt,Tech Rep (2010-21),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,0.76,0.20463110206781226,
Russia,Vozhma Massif Orebody No. 4,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.754,0.57,
Burundi,Waga,,,unknown,Evans et al (2016),C,C,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Inferred,38.0,1.38,0.04
Australia,Waite Kauri North / Extended,,,unclear,WA MINEDEX,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,3.917,1.04,0.04
Australia,Waite Kauri-Eagle Eye,,,Golden Mile Resources,WA MINEDEX,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,2.53,0.7,0.05
South Africa,War Springs (Oorlogsfontein),,,"Sedibelo, Wesizwe Pt, etc",AR 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,313.1066666666667,0.13,
South Africa,Waterberg,,,Platinum Group Metals,Tech Rep (2018-11),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Measured,78.773368,0.186,
South Africa,Waterberg,,,Platinum Group Metals,Tech Rep (2018-11),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,296.269985,0.174,
South Africa,Waterberg,,,Platinum Group Metals,Tech Rep (2018-11),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,146.564922,0.146,
Canada,Waterbury Lake,,,Fission Energy,Tech Rep (2013-01),C,C,Hydrothermal Ni,Unconformity-related Uranium,,Indicated,0.457687,0.04,0.01
Canada,Waterbury Lake,,,Fission Energy,Tech Rep (2013-01),C,C,Hydrothermal Ni,Unconformity-related Uranium,,Inferred,0.239002,0.02,0.01
Indonesia,Weda Bay,,,Eramet,AR 2018,C,,Laterite,Oxide-hydrous Mg silicate,,Measured,135.60000000000002,1.5898672566371679,
Indonesia,Weda Bay,,,Eramet,AR 2018,C,,Laterite,Oxide-hydrous Mg silicate,,Indicated,233.8,1.440633019674936,
Indonesia,Weda Bay,,,Eramet,AR 2018,C,,Laterite,Oxide-hydrous Mg silicate,,Inferred,265.59999999999997,1.4347590361445786,
Australia,Weld Range (laterite),,,Podium Metals,WA MINEDEX,C,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,330.0,0.75,0.06
Australia,Weld Range (Ni-Cr),,,Podium Metals,WA MINEDEX,C,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,63.5,0.38,
Australia,Weld Range (PGEs)-Parks Reef (Central-Western),,,Podium Metals,media 5 March 2019,C,,Magmatic Sulphide,Layered Intrusive,,Inferred,30.2,0.09562913907284767,
Canada,Wellgreen,,,Nickel Creek Platinum,Tech Rep (2018-12),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Measured,93.3,0.25,0.015
Canada,Wellgreen,,,Nickel Creek Platinum,Tech Rep (2018-12),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,230.1,0.27,0.015
Canada,Wellgreen,,,Nickel Creek Platinum,Tech Rep (2018-12),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,108.1,0.29,0.016
Canada,Werner Lake-Big Zone,,,"Global Cobalt Corp, Global Energy Metals Corp",Tech Rep (2015-05),NC,NC,Magmatic Sulphide,Layered Intrusive,,Inferred,0.172396,0.62,0.02
Canada,Werner Lake-Norpax,,,Global Cobalt Corp,website (10 July 2016),NC,,Magmatic Sulphide,Layered Intrusive,,Inferred,1.01,1.2,
Australia,West Musgrave-Babel,,,"Cassini Resources, OZ Minerals",AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,73.9,0.36,0.0132
Australia,West Musgrave-Babel,,,"Cassini Resources, OZ Minerals",AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,169.4,0.33,0.0123
Australia,West Musgrave-Nebo,,,"Cassini Resources, OZ Minerals",AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,37.8,0.49,0.0211
Australia,West Musgrave-Nebo,,,"Cassini Resources, OZ Minerals",AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.9,0.37,0.0229
USA,Wetlegs,,,unknown,"Miller et al (2002), Miller (2015)",NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,34.4736,0.1,
Australia,Wilconi (Wiluna),,,A-Cap Resources,WA MINEDEX,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,80.5,0.77,0.06
Australia,Wildara-The Horn,,,Minotaur Exploration,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.6,1.39,
Australia,Wildcatters,,,BHP Group,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,0.08,3.5,
Australia,Windarra Group,,,Poseidon Nickel,QR 2018-12,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,4.4670000000000005,1.267322587866577,0.01350480322280756
Australia,Windarra Group,,,Poseidon Nickel,QR 2018-12,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,5.214,1.7452512466436516,0.01350480322280756
Australia,Wingellina,,,Metals X,QR 2018-06,C,C,Laterite,Oxide,Oxide,Measured,37.6,0.98,0.07
Australia,Wingellina,,,Metals X,QR 2018-06,C,C,Laterite,Oxide,Oxide,Indicated,130.9,0.91,0.07
Australia,Wingellina,,,Metals X,QR 2018-06,C,C,Laterite,Oxide,Oxide,Inferred,14.1,0.87,0.06
Australia,Wingellina,,,Metals X,QR 2018-06,C,C,Laterite,Oxide,Oxide,Probable,168.4,0.93,0.07
South Africa,Witkleifontein,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,16.3,0.05,
PNG,Wowo Gap,-9.5,148.56666666666666,Resource Mining Corp,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,72.0,1.03,0.07
PNG,Wowo Gap,-9.5,148.56666666666666,Resource Mining Corp,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,53.0,1.08,0.06
Australia,Wyo Well,,, Connor Brendan Gabriel ,WA MINEDEX,C,C,Laterite,Clay silicate-oxide,,Inferred,0.7,0.83,0.04
China,Xiarihamu,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,157.0,0.64,
Australia,Yakabindie,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Measured,156.0,0.59,
Australia,Yakabindie,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,113.0,0.62,
Australia,Yakabindie,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,171.0,0.61,
Australia,Yakabindie,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Proven,57.0,0.6,
Australia,Yakabindie,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Probable,96.0,0.61,
China,Yangliuping,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Emeishan LIP,Inferred,90.0,0.45,
Australia,Yerilla East / West,,,Glencore,WA MINEDEX,C,C,Laterite,Clay silicate-Oxide,Clay silicate-oxide,Inferred,7.782,1.0009791827293755,0.08178720123361605
Russia,Yunges,,,unknown,Eilu (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.56,0.38,
Philippines,Zambales Chromite,,,unknown,AR 2009,C,,Laterite,Oxide,Oxide,Inferred,23.5,1.18,
Philippines,Zambales-Global,,,unknown,Sajona & Domingo (2011),NC,,Laterite,Oxide,Oxide,Inferred,23.0,1.75,
Russia,Zapadno-Rybozero,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,4.12,0.34,
China,Zhouan,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,96.0,0.35,
China,Zhubu,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Emeishan LIP,Inferred,6.7,0.23,
Zimbabwe,Zimplats,,,Impala Platinum,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,181.10000000000002,0.11468801766979568,
Zimbabwe,Zimplats,,,Impala Platinum,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,613.4,0.12181121617215519,
Zimbabwe,Zimplats,,,Impala Platinum,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,207.3,0.1222334780511336,
Zimbabwe,Zimplats,,,Impala Platinum,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,93.4,0.1,
Zimbabwe,Zimplats,,,Impala Platinum,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,132.9,0.1,
Russia,Zolotoprozhskoe,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,3.076,0.52,
South Africa,Zondereinde (Northam),,,Northam Pt,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,13.22,0.13205597579425113,
South Africa,Zondereinde (Northam),,,Northam Pt,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,120.7,0.13673686826843412,
South Africa,Zondereinde (Northam),,,Northam Pt,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,414.97,0.13935376051280815,
South Africa,Zondereinde (Northam),,,Northam Pt,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,14.14,0.13317751060820368,
South Africa,Zondereinde (Northam),,,Northam Pt,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,78.78,0.13594325971058643,
South Africa,Zondernaam,,,"Sibanye-Stillwater, Bakgaga Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,77.42,0.15861597483212142,
Canada,Zulapa (Ni-Cu),,,Globex Mining,Ann Info Form 2013,NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.69,0.55,
