Country,Project,Lat,Long,Mine,Source,Ni basis,Co basis,Mineral Deposit Type Primary,Mineral Deposit Type Secondary,Mineral Deposit Type Other Notes,Category,Mt,%Ni,%Co
Australia,Kurnalpi-Acra,,,Glencore,WA MINEDEX,C,C,Laterite,Clay silicate-Oxide,Clay silicate-oxide,Inferred,0.5,0.75,0.04
Australia,Kurnalpi-Grey Dam,,,Carnavale Resources,AR 2018,C,C,Laterite,Clay silicate-Oxide,Clay silicate-oxide,Indicated,10.4,0.76,0.05
Australia,Kurnalpi-Grey Dam,,,Carnavale Resources,AR 2018,C,C,Laterite,Clay silicate-Oxide,Clay silicate-oxide,Inferred,4.2,0.74,0.047
Finland,Kuusijärvi,,,unknown,Geol Survey Finland (GTK; 27 Dec 2013),NC,,Magmatic Sulphide,Stratabound Contact-type,,Inferred,7.0009999999999994,0.24000000000000002,
Finland,Kylylahti,,,Boliden,ResV-ResC 2018,C,C,Hydrothermal Ni,VMS,,Measured,3.3529999999999998,0.24245750074560093,0.15257083209066508
Finland,Kylylahti,,,Boliden,ResV-ResC 2018,C,C,Hydrothermal Ni,VMS,,Indicated,4.132,0.27,0.1123862536302033
Finland,Kylylahti,,,Boliden,ResV-ResC 2018,C,C,Hydrothermal Ni,VMS,,Inferred,0.737,0.42,0.04
Finland,Kylylahti,,,Boliden,ResV-ResC 2018,C,C,Hydrothermal Ni,VMS,,Proven,0.843,0.22,0.19
Finland,Kylylahti,,,Boliden,ResV-ResC 2018,C,C,Hydrothermal Ni,VMS,,Probable,0.493,0.27,0.13
Canada,Lac des Iles,,,North American Palladium,AIF 2018,C,C,Magmatic Sulphide,Layered Intrusive,PGE-discordant intrusion,Measured,22.323,0.07143663486090579,0.006
Canada,Lac des Iles,,,North American Palladium,AIF 2018,C,C,Magmatic Sulphide,Layered Intrusive,PGE-discordant intrusion,Indicated,50.657,0.06994077817478335,0.006
Canada,Lac des Iles,,,North American Palladium,AIF 2018,C,C,Magmatic Sulphide,Layered Intrusive,PGE-discordant intrusion,Inferred,8.235,0.07,0.006
Canada,Lac des Iles,,,North American Palladium,AIF 2018,C,C,Magmatic Sulphide,Layered Intrusive,PGE-discordant intrusion,Proven,4.979,0.06,0.006
Canada,Lac des Iles,,,North American Palladium,AIF 2018,C,C,Magmatic Sulphide,Layered Intrusive,PGE-discordant intrusion,Probable,33.899,0.07,0.006
Canada,Lac Kelly (Quebec),,,Globex Mining,Website (4 April 2020),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.4,0.7,
Canada,Lac Levac-Nisk 1,,,Nemaska Lithium (?),Tech Rep (2009-12),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Measured,1.255,1.09,0.07
Canada,Lac Levac-Nisk 1,,,Nemaska Lithium (?),Tech Rep (2009-12),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,0.783,1,0.06
Canada,Lac Levac-Nisk 1,,,Nemaska Lithium (?),Tech Rep (2009-12),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.053,0.81,0.06
Canada,Lac Rocher,,,Victory Nickel,Tech Rep (2008-12),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Measured,0.285918,1.23,0.0289
Canada,Lac Rocher,,,Victory Nickel,Tech Rep (2008-12),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,0.513183,1.05,0.0289
Canada,Lac Rocher,,,Victory Nickel,Tech Rep (2008-12),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,0.439279,0.65,0.0289
Australia,Lady Byron,,,Australian Jade Mining,WA MINEDEX,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,2.8,1.11,0.048
Philippines,Lagonoy,,,unknown,Berger et al (2011),NC,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,35.0,0.65,
Sweden,Lainejaur (Lainijaur),,,unknown,Tech Rep (2009-06),C,C,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,0.645,1.33,0.09
Australia,Lake Innes (Hurll's Hill),,,unknown,GA AMA,NC,NC,Laterite,Clay silicate-Oxide,,Inferred,19.2,0.63,0.1
Australia,Lake Johnston-Maggie Hays,,,Poseidon Nickel,QR 2018-12,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,2.6,1.6,0.05
Australia,Lake Johnston-Maggie Hays,,,Poseidon Nickel,QR 2018-12,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.9,1.17,0.05
PNG,Lake Trist,-7.5,146.75,Regency Mines?,AR 2015,NC,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,70.0,0.68,
Australia,Lake Yindarlgooda,,,Fireant Resources,WA MINEDEX,NC,,Laterite,Clay silicate,Clay silicate,Inferred,1.0,1,
Russia,Lambozero-1,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Layered Intrusive,,Inferred,4.0,0.5,
Sweden,Lappvattnet,,,unknown,Tech Rep (2009-06),C,C,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,1.139,0.91,0.02
Australia,Larkins Find,,,Golden Life Nature Products (WA),WA MINEDEX,C,C,Laterite,Clay silicate,Clay silicate,Inferred,5.2,0.8,0.08
Argentina,Las Aguilas,,,Marifil Mines,Tech Rep (2011-06),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,4.223821,0.36,0.03
Argentina,Las Aguilas,,,Marifil Mines,Tech Rep (2011-06),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,2.005367,0.33,0.02
Puerto Rico,Las Mesas,,,unknown,Berger et al (2011),NC,NC,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,22.7,0.81,0.12
Russia,Laukku,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.67,0.515,
Australia,Lawlers,,,Gold Fields,WA MINEDEX,C,C,Laterite,Oxide,Oxide,Indicated,178.0,0.64,0.04
Australia,Lawlers,,,Gold Fields,WA MINEDEX,C,C,Laterite,Oxide,Oxide,Inferred,34.0,0.6,0.041
Russia,Lebjazhinskoe,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,10.35,0.74,
Australia,Leinster,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Measured,23.0,1.610086956521739,
Australia,Leinster,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,88.0,0.6715909090909091,
Australia,Leinster,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,100.4,0.6515936254980079,
Australia,Leinster,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Proven,2.6,0.8999999999999999,
Australia,Leinster,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Probable,8.6,1.3083720930232559,
Australia,Leinster Tailings,,,Jubilee Metals Group (?),WA MINEDEX,C,,Tailings,Magmatic Sulphide,Archean Komatiite,Measured,3.16,0.6,
Australia,Leinster Tailings,,,Jubilee Metals Group (?),WA MINEDEX,C,,Tailings,Magmatic Sulphide,Archean Komatiite,Inferred,26.45,0.44,
Russia,Leschevskoe,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,2.2,0.59,
South Africa,Lesego,,,Lesego Pt,Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,40.39,0.1807006684822976,
South Africa,Lesego,,,Lesego Pt,Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,128.85,0.19786495925494763,
South Africa,Lesego,,,Lesego Pt,Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,110.55000000000001,0.19561736770691995,
Albania,Librazhd-Pogradec,,,unknown,pers. comm. Sokol Mati,NC,NC,Laterite,Clay silicate-oxide-hydrous Mg silicate,Clay silicate-oxide-hydrous Mg silicate,Inferred,129.998,0.864409298604594,0.06694879921229557
South Africa,Liger (Leeuwkop-Tigerpoort),,,Platfields,AR 2012,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,9.552,0.16168649771652202,
China,Limahe,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Emeishan LIP,Inferred,3.0,1,
Australia,Limeburners Flat,,,unclear,NSW Exploration Report,NC,NC,Laterite,Oxide,Oxide,Inferred,1.0100076,0.51,0.04
Brazil,Limoeiro,,,Votorantim (?),Mota-e-Silva et al (2015),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,35.0,0.25,
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,"Lonmin, Northam Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Uitkomst Complex,Measured,1.8,0.155,
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,"Lonmin, Northam Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Uitkomst Complex,Indicated,83.6,0.1505502392344498,
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,"Lonmin, Northam Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Uitkomst Complex,Inferred,89.4,0.1517785234899329,
Finland,Liuksiala,,,unknown,Eilu et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.05,0.3,
USA,Local Boy,,,Teck,Teck (2010),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,4.54,0.36,
Venezuela,Loma de Niquel (Loma de Hierro),,,Venezuelan Gov't,,NC,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Inferred,11.132599999999998,1.3907478935738282,
Philippines,Long Point,,,unknown,Berger et al (2011),NC,,Laterite,Oxide-Hydrous Mg silicate,,Inferred,87.0,1.37,
South Africa,Loskop JV (Rietfontein/De Wagendrift),,,"Lonmin, Sedibelo Pt Mines",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,9.7,0.19425101214574897,
Finland,Loukinen,,,unknown,Eilu et al (2012),NC,,Hydrothermal Ni,Orogenic Au,,Inferred,0.114,0.45,
Russia,Lovnozerskoe,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,20.863,0.88,
Finland,Luikonlahti-Hoikka,,,unknown,Eilu et al (2012),NC,NC,Hydrothermal Ni,VMS,,Inferred,0.2,0.15,0.04
Russia,Lunges,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.56,0.38,
Canada,Lynn Lake,,,"Corazon Mining, Victory Nickel",media (11 Oct 2018),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,1.899,0.7,0.034
Canada,Lynn Lake,,,"Corazon Mining, Victory Nickel",media (11 Oct 2018),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,2.403,0.86,0.034
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,11.7,0.015,
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,71.7,0.08,
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,97.9,0.081,
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,28.5,0.015,
Canada,Makwa (Maskwa),,,Grid Metals,Tech Rep (2014-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,7.2,0.61,0.01
Canada,Makwa (Maskwa),,,Grid Metals,Tech Rep (2014-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.673,0.27,0.02
Russia,Malaya Pana-North Reef (Kiyevay),,,OAO Pana PGM,website (19-03-2013),NC,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,13.8407,0.121,
PNG,Mambare,-8.774066666666666,147.7409,"Direct Nickel-50%, Regency Mines-50%",AR 2018,C,C,Laterite,Oxide,Oxide,Inferred,162.5,0.94,0.09
Philippines,Manicani,,,Nickel Asia Corp,Berger et al (2011),NC,,Laterite,Oxide,Oxide,Inferred,34.31,1.11,
Turkey,Manisa Gördes,,,META Nikel Kobalt,Eliopoulos et al (2012),NC,,Laterite,Oxide,Oxide,Inferred,70.0,1,
Turkey,Manisa-Turgutlu Çaldağ,,,unknown,AR 2009,NC,,Laterite,Oxide,Oxide,Inferred,33.2,1.13,
Philippines,Manticao,,,NiHAO Mineral Resources Int'l,AR 2010,C,C,Laterite,Hydrous Mg silicate-oxide,,Measured,0.4272,1.11,0.05
Philippines,Manticao,,,NiHAO Mineral Resources Int'l,AR 2010,C,C,Laterite,Hydrous Mg silicate-oxide,,Indicated,0.6324,1,0.04
Canada,Marbridge-Cubric,,,Class 1 Nickel,Tech Rep (2007-07),NC,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.2,0.85,
Philippines,Marcventures-BRC,,,Marcventures Holdings,CP Tech Rep (2019),C,,Laterite,Oxide-Hydrous Mg silicate,,Measured,2.823,1.13,
Philippines,Marcventures-BRC,,,Marcventures Holdings,CP Tech Rep (2019),C,,Laterite,Oxide-Hydrous Mg silicate,,Indicated,7.115,1.04,
Philippines,Marcventures-BRC,,,Marcventures Holdings,CP Tech Rep (2019),C,,Laterite,Oxide-Hydrous Mg silicate,,Inferred,3.117,0.95,
South Africa,Mareesburg,,,Eastern Pt,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,8.94,0.082,
South Africa,Mareesburg,,,Eastern Pt,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,6.95,0.056,
South Africa,Mareesburg,,,Eastern Pt,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,4.55781,0.11240231217618901,
Puerto Rico,Maricao,,,unknown,Weaver (1992),NC,NC,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,9.61632,1.0328301886792453,0.10528301886792454
South Africa,Marikana (Lonmin),,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,41.21951219512195,0.1496618610001711,
South Africa,Marikana (Lonmin),,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,448.17073170731715,0.15804702543942561,
South Africa,Marikana (Lonmin),,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,174.8780487804878,0.14536417897999226,
South Africa,Marikana (Lonmin),,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,18.78048780487805,0.14658796805375993,
South Africa,Marikana (Lonmin),,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,264.75609756097566,0.13893424180897254,
South Africa,Marikana (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,27.2,0.11240231217618901,
South Africa,Marikana (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,9.4,0.11240231217618901,
South Africa,Marikana (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,5.0,0.11240231217618901,
Australia,Marlborough Group,,,Gladstone Pacific Nickel (?),"AR 2007, 2008",C,C,Laterite,Clay silicate-Hydrous Mg silicate-oxide,Clay silicate-Hydrous Mg silicate-oxide,Measured,11.68,0.99,0.06
Australia,Marlborough Group,,,Gladstone Pacific Nickel (?),"AR 2007, 2008",C,C,Laterite,Clay silicate-Hydrous Mg silicate-oxide,Clay silicate-Hydrous Mg silicate-oxide,Indicated,42.96,0.91,0.06
Australia,Marlborough Group,,,Gladstone Pacific Nickel (?),"AR 2007, 2008",C,C,Laterite,Clay silicate-Hydrous Mg silicate-oxide,Clay silicate-Hydrous Mg silicate-oxide,Inferred,16.26,0.88,0.06
Australia,Marshall Pool,,,unknown,WA MINEDEX,C,C,Laterite,Oxide,Oxide,Measured,137.0,0.7,0.039
Australia,Marshall Pool,,,unknown,WA MINEDEX,C,C,Laterite,Oxide,Oxide,Indicated,168.0,0.68,0.041
South Africa,Marula,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,84.3,0.10510083036773428,
South Africa,Marula,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,30.0,0.08546666666666666,
South Africa,Marula,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,11.600000000000001,0.11724137931034483,
South Africa,Marula,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,2.8,0.04,
South Africa,Marula,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,19.5,0.05,
South Africa,Maseve-1 / 3,,,Royal Bafokeng Platinum,AR 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,158.05847953216374,0.1477916834409066,
South Africa,Maseve-1 / 3,,,Royal Bafokeng Platinum,AR 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,191.12280701754383,0.15204825645479994,
South Africa,Maseve-1 / 3,,,Royal Bafokeng Platinum,AR 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,33.89473684210526,0.19547316805783027,
Philippines,Masinloc,,,unknown,Berger et al (2011),NC,,Laterite,Oxide-Hydrous Mg silicate,,Inferred,24.0,1.68,
Russia,Maslovskoye,,,Norilsk Nickel,AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Indicated,206.8,0.3,0.01
USA,Maturi (incl. Nokomis),,,Antofagasta (through Twin Metals),AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Measured,291.4,0.2,0.009458482217090069
USA,Maturi (incl. Nokomis),,,Antofagasta (through Twin Metals),AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Indicated,818.3,0.18,0.009458482217090069
USA,Maturi (incl. Nokomis),,,Antofagasta (through Twin Metals),AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,534.1,0.16,0.009458482217090069
USA,Maturi Southwest,,,Antofagasta (through Twin Metals),AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Indicated,93.1,0.17,0.009458482217090069
USA,Maturi Southwest,,,Antofagasta (through Twin Metals),AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,29.3,0.15,0.009458482217090069
Guatemala,Mayaniquel-Sechol Group,,,unknown,Tech Rep (2011-04),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,50.758,1.29,0.055285714285714285
Guatemala,Mayaniquel-Sechol Group,,,unknown,Tech Rep (2011-04),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,84.163,1.21,0.04821428571428572
Canada,Mayville,,,Grid Metals,Tech Rep (2014-05),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,27.9,0.18,
Canada,Mayville,,,Grid Metals,Tech Rep (2014-05),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,5.3,0.18,
Canada,Mel,,,Victory Nickel,Tech Rep (2007-03),C,,Magmatic Sulphide,Proterozoic Komatiite,,Indicated,4.279,0.875,
Canada,Mel,,,Victory Nickel,Tech Rep (2007-03),C,,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,1.01,0.839,
Australia,Melba Flats (North Cuni-Genets),,,Dundas Mining?,AR 2006,NC,,Magmatic Sulphide,Intrusion-related,,Inferred,0.094,0.8,
USA,Mesaba (Babbit),,,Teck,"Mayhew et al (2009), Teck (2010)",NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,1106.54,0.14186057440309432,0.008
South Africa,Millenium,,,Sibanye-Stillwater,ResV-ResC 2015,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,14.51,0.11240231217618901,
South Africa,Millenium,,,Sibanye-Stillwater,ResV-ResC 2015,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,2.96,0.11240231217618901,
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,28.4,0.14,0.05
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,15.4,0.14,0.05
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,13.4,0.14,0.05
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,10.9,0.14,0.05
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,5.6,0.14,0.05
Canada,Minago,,,Victory Nickel,Tech Rep (2010-03),C,,Magmatic Sulphide,Proterozoic Komatiite,,Measured,9.053,0.3039257382106655,
Canada,Minago,,,Victory Nickel,Tech Rep (2010-03),C,,Magmatic Sulphide,Proterozoic Komatiite,,Indicated,35.333,0.3039257382106655,
Canada,Minago,,,Victory Nickel,Tech Rep (2010-03),C,,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,11.812,0.3039257382106655,
Philippines,Mindoro (Lower Kisluyan-Buraboy),,,Intex Resources?,Feasibility Study 2010,C,C,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Indicated,198.863,0.86,0.05
Philippines,Mindoro (Lower Kisluyan-Buraboy),,,Intex Resources?,Feasibility Study 2010,C,C,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Probable,126.27,0.95,0.06
USA,Mine LaMotte-Fredericktown,,,unknown,Long (1992); Singer et al (2009),NC,NC,Hydrothermal Ni,Sediment-hosted Pb-Zn,MVT,Inferred,1.8144,0.46,0.28
Australia,Miriam,,,Focus Minerals,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.227,1.7,
USA,Mirror Harbor,,,unknown,Szumigala et al (2011),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Associated with Wrangellia/Nikolai LIP?,Inferred,0.008,1.57,
Sweden,Mjövattnet,,,unknown,Eilu (2012),NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.169,1.29,0.02
Philippines,MMDC (Cabangahan-Sipangpang-Pili),,,Marcventures Holdings,CP Tech Rep (2019),C,,Laterite,Oxide-Hydrous Mg silicate,,Indicated,39.46734,0.88,
Philippines,MMDC (Cabangahan-Sipangpang-Pili),,,Marcventures Holdings,CP Tech Rep (2019),C,,Laterite,Oxide-Hydrous Mg silicate,,Inferred,2.89726,1.3,
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,34.19,1.0200731207955542,0.12590231061713955
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,11.649999999999999,0.9067811158798285,0.11127038626609441
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,8.79,0.9852332195676904,0.12994311717861207
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Proven,8.4,1.1029761904761906,0.13226190476190477
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Probable,1.2000000000000002,1.1024999999999998,0.12583333333333332
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,52.43,1.0670627503337784,0.12592408926187298
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,22.17,0.9740866035182679,0.113978349120433
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,15.43,0.9224173687621517,0.1250097213220998
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Proven,26.1,1.190229885057471,0.12494252873563218
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Probable,7.9,1.1363291139240503,0.12
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,26.55,0.975728813559322,0.14206026365348398
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Tech Rep (2019-06),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,12.219999999999999,0.929238952536825,0.1327823240589198
